age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, Income-category
22, State-gov,190625, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
21, Private,247779, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,38, United-States, <=50K
41, Private,183850, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
22, ?,154235, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,3781,0,35, United-States, <=50K
48, Private,99835, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
59, Self-emp-not-inc,56392, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1579,60, United-States, <=50K
36, Local-gov,171482, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,56, United-States, >50K
27, Private,347153, Some-college,10, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, United-States, <=50K
38, Private,186191, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
18, State-gov,59342, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,5, United-States, <=50K
25, Private,195201, HS-grad,9, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, United-States, <=50K
35, Private,166549, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private,60313, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
28, ?,167094, 10th,6, Divorced, ?, Not-in-family, White, Male,0,0,50, United-States, <=50K
42, Local-gov,267138, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
28, Private,175343, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,175374, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,24, United-States, <=50K
47, Federal-gov,55377, Bachelors,13, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, >50K
46, Private,328216, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
60, Private,187124, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
44, Private,267717, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, >50K
28, Private,183780, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1740,40, United-States, <=50K
39, Private,99146, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, ?, >50K
28, Self-emp-not-inc,211032, 11th,7, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
25, Private,499233, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, State-gov,67053, HS-grad,9, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
50, Self-emp-not-inc,203098, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
20, Local-gov,247794, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
36, Private,176634, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,0,0,35, United-States, >50K
46, State-gov,106705, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female,1506,0,50, United-States, <=50K
37, Private,170020, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, State-gov,119904, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,1564,55, United-States, >50K
20, Private,39477, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
45, Private,106113, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private,194740, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
39, Federal-gov,110622, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
50, Private,172052, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,35, South, >50K
41, Self-emp-not-inc,226505, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private,40822, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
55, Federal-gov,31965, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
28, Private,375313, HS-grad,9, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
45, State-gov,130206, HS-grad,9, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc,243636, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
45, Private,153141, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, ?, <=50K
34, Private,236861, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
51, Private,302146, 11th,7, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Private,953588, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
33, Private,199046, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private,191856, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Self-emp-not-inc,163174, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
21, Private,56520, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private,33374, 11th,7, Married-spouse-abs, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
24, Private,325744, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private,203894, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
50, Self-emp-not-inc,341797, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
35, Private,556902, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc,165815, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private,159888, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
33, Private,189265, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private,51985, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
53, Self-emp-not-inc,159876, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,3103,0,72, United-States, <=50K
67, Private,195161, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,20051,0,60, United-States, >50K
33, ?,186824, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
42, ?,321086, Masters,14, Married-civ-spouse, ?, Husband, White, Male,0,0,50, United-States, <=50K
21, Private,548303, HS-grad,9, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Mexico, >50K
45, Self-emp-inc,181307, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,43, United-States, >50K
25, Private,374163, 12th,8, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, Mexico, <=50K
25, Private,175128, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc,180446, Some-college,10, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, >50K
44, Private,119281, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
23, Private,32950, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private,169240, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private,224658, Some-college,10, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
25, Private,182227, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1579,40, United-States, <=50K
49, Federal-gov,115784, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Local-gov,95639, HS-grad,9, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Private,76893, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private,343019, 10th,6, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private,77572, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
58, Private,314153, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-inc,188738, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, Italy, >50K
46, Private,129007, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States, >50K
27, Private,191822, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,50, United-States, <=50K
32, Private,193231, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
84, Self-emp-not-inc,155057, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States, <=50K
46, Private,98350, 10th,6, Married-spouse-abs, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,37, China, <=50K
63, ?,331527, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,14, United-States, <=50K
52, Private,221936, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
48, Private,146919, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
22, Private,189203, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private,158416, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
90, Local-gov,214594, 7th-8th,4, Married-civ-spouse, Protective-serv, Husband, White, Male,2653,0,40, United-States, <=50K
43, Self-emp-inc,35662, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,70, United-States, >50K
26, Private,96130, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
40, Private,566537, Preschool,1, Married-civ-spouse, Other-service, Husband, White, Male,0,1672,40, Mexico, <=50K
41, Private,116103, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private,178002, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
69, Private,113035, 1st-4th,2, Widowed, Priv-house-serv, Not-in-family, Black, Female,0,0,4, United-States, <=50K
64, Self-emp-not-inc,219661, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,9, United-States, >50K
58, Self-emp-inc,349910, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
46, Local-gov,102308, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private,175431, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
36, Local-gov,116892, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private,196116, Prof-school,15, Divorced, Prof-specialty, Own-child, White, Female,2174,0,72, United-States, <=50K
53, Private,548580, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
50, ?,156008, 11th,7, Married-civ-spouse, ?, Own-child, Black, Female,0,0,40, United-States, <=50K
17, Private,126771, 12th,8, Never-married, Prof-specialty, Own-child, White, Male,0,0,7, United-States, <=50K
28, Private,183639, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,21, United-States, <=50K
41, Private,165798, 5th-6th,3, Divorced, Other-service, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
19, ?,242001, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
18, ?,202516, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,35, United-States, <=50K
51, Private,86332, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,4064,0,55, United-States, <=50K
18, Private,118376, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
30, Private,149531, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
62, Self-emp-not-inc,204085, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
48, Self-emp-not-inc,200471, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private,245790, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
54, Private,225599, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7298,0,40, India, >50K
45, Private,201865, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
52, Private,192390, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
34, Private,133503, Some-college,10, Divorced, Transport-moving, Not-in-family, White, Male,2174,0,40, United-States, <=50K
42, Private,57600, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
32, Federal-gov,131534, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
37, Local-gov,287306, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Wife, Black, Female,99999,0,40, ?, >50K
46, Private,154405, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
49, Private,169711, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Germany, >50K
42, Private,165916, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
30, Self-emp-inc,205733, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
29, Private,112403, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50K
23, Private,153044, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,7, United-States, <=50K
54, Private,163671, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,65, United-States, >50K
34, Self-emp-not-inc,34572, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
35, Private,200426, Assoc-voc,11, Married-spouse-abs, Prof-specialty, Unmarried, White, Female,0,0,44, United-States, <=50K
35, Private,272338, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
73, Self-emp-not-inc,29306, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
60, Private,51290, 7th-8th,4, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private,184589, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,21, United-States, <=50K
22, Self-emp-not-inc,361280, Bachelors,13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,20, India, <=50K
31, Private,219509, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, >50K
34, Self-emp-not-inc,124052, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
51, Private,153870, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2603,40, United-States, <=50K
34, Private,381153, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private,132601, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
34, Private,117529, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Mexico, <=50K
33, Private,184784, 10th,6, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private,170331, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
50, Private,109277, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
51, State-gov,172281, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
52, Private,190909, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
24, Private,112459, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
47, Private,125120, Bachelors,13, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
31, Private,373185, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male,0,0,42, Mexico, <=50K
53, Private,96827, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Canada, <=50K
26, Private,100147, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, United-States, >50K
21, Private,185582, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,43, United-States, <=50K
40, Private,174515, HS-grad,9, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private,138026, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
30, Private,214993, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private,54744, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1848,40, United-States, >50K
38, Private,154568, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, ?, <=50K
31, Private,113667, HS-grad,9, Never-married, Sales, Unmarried, Black, Female,0,0,25, United-States, <=50K
36, Private,437909, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private,168514, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
26, Private,266022, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
22, Private,79980, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
61, Self-emp-not-inc,168654, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
48, State-gov,353824, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72, United-States, >50K
32, Private,94041, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, Ireland, <=50K
31, Private,223327, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
62, Federal-gov,125155, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, United-States, <=50K
47, Private,76612, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
32, State-gov,119033, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
73, ?,89852, 1st-4th,2, Married-civ-spouse, ?, Husband, White, Male,0,0,40, Portugal, <=50K
50, Local-gov,30008, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
32, Private,113688, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
55, Local-gov,28151, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
21, ?,180303, Bachelors,13, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male,0,0,25, ?, <=50K
34, Private,180714, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,2179,40, United-States, <=50K
47, Private,190139, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
38, Local-gov,72338, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
34, Private,115858, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private,141453, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private,191982, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
41, Private,177305, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
20, ?,187332, 10th,6, Never-married, ?, Not-in-family, White, Female,0,0,30, United-States, <=50K
45, Private,178922, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
31, Private,49325, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
54, Private,280292, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,32, United-States, <=50K
28, Private,249870, Prof-school,15, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, <=50K
31, Private,173495, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private,263831, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private,44671, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
45, Private,51664, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
54, Private,143865, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
58, Self-emp-inc,89922, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
46, Private,224202, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
29, Private,178469, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, State-gov,200819, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc,423217, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
27, Local-gov,177072, Some-college,10, Never-married, Prof-specialty, Other-relative, White, Male,0,0,16, United-States, <=50K
36, ?,187203, Assoc-voc,11, Divorced, ?, Own-child, White, Male,0,0,50, United-States, <=50K
36, Self-emp-not-inc,34180, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,70, United-States, >50K
59, ?,87247, 10th,6, Divorced, ?, Not-in-family, White, Female,0,0,40, England, <=50K
22, Self-emp-not-inc,199011, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,20, United-States, <=50K
22, Private,460835, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,55, United-States, <=50K
38, Private,273640, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private,200190, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
32, ?,282622, HS-grad,9, Divorced, ?, Unmarried, White, Female,0,0,28, United-States, <=50K
25, Private,390316, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
42, Self-emp-not-inc,82297, 7th-8th,4, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,50, United-States, <=50K
35, ?,153926, HS-grad,9, Married-civ-spouse, ?, Wife, Black, Female,0,0,40, United-States, <=50K
39, Private,46028, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,60, United-States, <=50K
50, Private,167886, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
23, Private,167868, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, State-gov,265554, HS-grad,9, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
54, Private,140359, 7th-8th,4, Divorced, Machine-op-inspct, Unmarried, White, Female,0,3900,40, United-States, <=50K
21, Private,102766, Some-college,10, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
68, ?,152157, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,20, United-States, <=50K
32, Private,170154, Assoc-acdm,12, Separated, Exec-managerial, Unmarried, White, Female,25236,0,50, United-States, >50K
42, Local-gov,188291, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1902,40, United-States, >50K
40, Private,126701, Bachelors,13, Married-spouse-abs, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
51, Private,161482, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
41, Private,171615, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
26, Private,216010, HS-grad,9, Separated, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private,493689, Bachelors,13, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, France, <=50K
52, Private,302847, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, Private,126133, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
54, State-gov,138852, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
42, Private,282964, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Local-gov,383745, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1485,40, United-States, >50K
80, Self-emp-not-inc,184335, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
42, Private,288154, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,89, United-States, >50K
65, ?,143732, HS-grad,9, Widowed, ?, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Private,194960, HS-grad,9, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,40, Puerto-Rico, <=50K
53, Private,122412, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private,198654, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,2415,67, India, >50K
20, Private,176321, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Female,0,0,20, United-States, <=50K
67, Self-emp-not-inc,431426, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,2, United-States, <=50K
24, Private,24243, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,1590,40, United-States, <=50K
47, Self-emp-inc,207540, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, ?, <=50K
51, Federal-gov,190333, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private,117251, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States, <=50K
36, Private,160120, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
